,program,output
4999,OP5 12 ; OP9 5 ; OP4 3 ; OP11 -6 -6 ; OP10 5 ; OP6 3 2 2 2 0 ; OP10 0 ; OP1 2 ; OP6 4 -1 ; OP1 3,-4
5000,OP5 -19 ; OP9 -4 ; OP1 1 ; OP3 5 ; OP1 1 ; OP3 7 ; OP1 1 ; OP8 3,-57
5001,OP5 -11 ; OP5 -18 ; OP10 -5 ; OP8 -5,-470
5002,OP2 1 ; OP4 -2 ; OP1 1 ; OP6 4 -2 -4 2 ; OP1 2 ; OP7 -16 ; OP1 5 ; OP1 5 ; OP12 3,115
5003,OP5 20 ; OP6 3 1 -3 -1 0 ; OP7 14 ; OP5 -13 ; OP9 2 ; OP1 1 ; OP10 0,4
5004,OP5 -18 ; OP4 -4 ; OP3 5 ; OP1 2 ; OP4 3 ; OP5 -17,-17
5005,OP5 -9 ; OP4 0 ; OP1 0 ; OP11 -10 -10 ; OP6 2 -4 3 -3 ; OP1 4 ; OP6 -1 -2 ; OP7 7 ; OP9 -4,-5
5006,OP5 15 ; OP8 8 ; OP6 3 0 -2 ; OP3 4 ; OP12 15,15
5007,OP5 6 ; OP2 2 ; OP11 8 -6 ; OP7 15 ; OP7 -16 ; OP8 7 ; OP1 1 ; OP5 8 ; OP9 5,8
5008,OP5 13 ; OP7 -3 ; OP10 -1 ; OP1 1,13
5009,OP5 -15 ; OP8 -3 ; OP3 6 ; OP12 3 ; OP11 -8 1 ; OP6 4 1 1 -3 ; OP6 1 -3 -4,12
5010,OP5 -4 ; OP4 3 ; OP5 -20 ; OP1 1 ; OP7 -6 ; OP6 -1 4 4 0 ; OP12 11 ; OP9 5 ; OP1 5 ; OP9 5,11
5011,OP5 4 ; OP11 -4 6 ; OP4 -2 ; OP5 -18 ; OP12 -7 ; OP3 6 ; OP12 -1 ; OP3 9 ; OP11 -2 7 ; OP4 4,-13
5012,OP5 0 ; OP11 -2 9 ; OP8 -2 ; OP10 2 ; OP1 3 ; OP11 -2 -2 ; OP6 2 -3 -3 -3,-54
5013,OP5 -9 ; OP10 -5 ; OP6 4 3 0 4 ; OP1 0 ; OP4 1,0
5014,OP5 9 ; OP5 19 ; OP1 0,19
5015,OP5 -5 ; OP2 4 ; OP11 7 6 ; OP1 0 ; OP1 3 ; OP1 0 ; OP2 -2 ; OP5 15,15
5016,OP5 12 ; OP10 2 ; OP2 -5,28
5017,OP5 8 ; OP8 2 ; OP12 18 ; OP1 1 ; OP5 -14 ; OP3 6 ; OP12 14 ; OP12 -17,-17
5018,OP5 0 ; OP4 -4 ; OP11 -5 -8 ; OP11 -6 -6 ; OP1 2 ; OP1 2,36
5019,OP5 -13 ; OP5 -11 ; OP8 8,-88
5020,OP5 -19 ; OP10 2 ; OP5 10 ; OP3 4 ; OP1 2 ; OP6 -4 -1 ; OP4 3 ; OP1 2 ; OP12 18,20
5021,OP5 -1 ; OP6 3 4 2 ; OP5 10 ; OP11 -10 4 ; OP8 -4 ; OP2 1 ; OP5 -9 ; OP8 -9,81
5022,OP5 12 ; OP9 2 ; OP10 -2 ; OP1 2 ; OP9 2,44
5023,OP5 2 ; OP2 2 ; OP2 -3,2
5024,OP5 6 ; OP11 -10 -2 ; OP10 4 ; OP6 0 -3 1 4 0 ; OP1 0 ; OP9 2,0
5025,OP5 -18 ; OP2 5 ; OP8 5,-90
5026,OP5 19 ; OP8 -1 ; OP7 -19 ; OP3 9 ; OP1 3 ; OP2 1 ; OP4 -2 ; OP10 -3 ; OP7 -7 ; OP4 4,0
5027,OP5 -14 ; OP9 -2 ; OP1 0,-14
5028,OP5 -16 ; OP10 -3 ; OP7 -11 ; OP3 5 ; OP4 -5 ; OP1 1 ; OP3 7 ; OP1 2,-38
5029,OP5 -18 ; OP2 3 ; OP1 1 ; OP11 -10 -8 ; OP3 5 ; OP11 -4 0 ; OP1 4 ; OP12 -10 ; OP11 6 -5 ; OP9 5,-30
5030,OP5 12 ; OP7 -17 ; OP3 8 ; OP1 1 ; OP1 1 ; OP12 20 ; OP3 7 ; OP7 -12 ; OP6 -3 -2 ; OP11 -4 3,-12
5031,OP5 -2 ; OP2 1 ; OP4 1 ; OP11 -2 -7 ; OP3 5 ; OP5 19 ; OP4 -2 ; OP1 3 ; OP1 0 ; OP11 -1 10,-10
5032,OP5 9 ; OP8 -9 ; OP6 4 4 -3 2 2 ; OP12 -14 ; OP5 -5 ; OP12 19 ; OP1 0 ; OP11 7 -7,-49
5033,OP5 4 ; OP6 1 3 -1 -1 -3 ; OP6 0 -3 -1 0 -2 ; OP4 -2 ; OP1 1 ; OP5 -15 ; OP12 8 ; OP1 1 ; OP4 2 ; OP8 8,-32
5034,OP5 13 ; OP5 -7 ; OP8 6 ; OP4 -2 ; OP3 7 ; OP1 2 ; OP1 3 ; OP1 2,-95
5035,OP5 11 ; OP6 1 -2 ; OP12 14 ; OP3 4 ; OP9 -1,12
5036,OP5 4 ; OP4 -5 ; OP7 -3 ; OP12 -9 ; OP2 0,-4
5037,OP5 11 ; OP2 1 ; OP1 1 ; OP7 19 ; OP6 1 -4 2 1 ; OP10 -2 ; OP10 3 ; OP11 8 -2 ; OP1 7 ; OP7 -2,-14
5038,OP5 -10 ; OP9 0 ; OP5 3 ; OP12 10 ; OP4 3 ; OP1 1 ; OP11 3 3 ; OP3 8 ; OP2 0,9
5039,OP5 -11 ; OP4 -2 ; OP11 4 1 ; OP10 2 ; OP6 -3 2 ; OP1 2 ; OP5 -11 ; OP1 2 ; OP7 15,-26
5040,OP5 -5 ; OP5 15 ; OP4 1 ; OP7 -9 ; OP6 4 0 -1 4,0
5041,OP5 -10 ; OP7 7 ; OP4 -1 ; OP3 5 ; OP10 5 ; OP1 2,-21
5042,OP5 -12 ; OP9 -4 ; OP2 4 ; OP1 1 ; OP3 5 ; OP12 14,2
5043,OP5 14 ; OP2 2 ; OP1 0 ; OP1 2 ; OP11 -1 0,0
5044,OP5 -4 ; OP11 -5 -5 ; OP12 2,27
5045,OP5 20 ; OP7 -6 ; OP2 2 ; OP7 -3 ; OP1 2 ; OP10 3 ; OP10 2,204
5046,OP5 -12 ; OP7 -4 ; OP1 0 ; OP9 -5,-8
5047,OP5 4 ; OP6 4 4 -3 ; OP7 0 ; OP12 -8 ; OP3 7 ; OP5 8 ; OP1 3 ; OP6 0 -2 2,0
5048,OP5 11 ; OP2 5 ; OP3 7 ; OP11 -4 -5 ; OP8 4 ; OP7 18 ; OP7 7 ; OP4 -3,5
5049,OP5 19 ; OP11 -9 -9 ; OP8 -6 ; OP7 -1 ; OP6 3 2 -1 -1 -1 ; OP1 3 ; OP3 8 ; OP8 1 ; OP9 4,-6
5050,OP5 18 ; OP2 3 ; OP6 2 -4 -2 2 3 ; OP1 2 ; OP10 2,196
5051,OP5 -17 ; OP10 4 ; OP11 -5 5,-25
5052,OP5 -7 ; OP2 -1 ; OP5 1 ; OP3 6 ; OP8 9 ; OP5 -17 ; OP6 2 4 -4 3 -3,288
5053,OP5 4 ; OP4 -1 ; OP12 6 ; OP1 0 ; OP8 -3 ; OP12 2 ; OP7 0 ; OP1 4 ; OP2 1,68
5054,OP5 20 ; OP8 -5 ; OP4 4 ; OP8 -5,250
5055,OP5 17 ; OP9 3 ; OP5 11 ; OP10 0 ; OP2 -5 ; OP4 0,2
5056,OP5 5 ; OP12 -5 ; OP11 7 -6 ; OP4 5 ; OP1 1 ; OP6 4 -2 ; OP4 -3 ; OP5 -15,-15
5057,OP5 -9 ; OP10 -5 ; OP1 1 ; OP11 2 6 ; OP12 15 ; OP9 5 ; OP10 -1,-23
5058,OP5 19 ; OP6 -2 1 -4 ; OP2 0,8
5059,OP5 -14 ; OP12 -2 ; OP1 1 ; OP11 7 1 ; OP10 1 ; OP1 3,11
5060,OP5 -1 ; OP8 -8 ; OP8 8 ; OP1 2 ; OP8 8 ; OP12 -12 ; OP6 -3 1 ; OP11 9 2 ; OP12 18 ; OP2 -3,36
5061,OP5 0 ; OP11 -1 9 ; OP7 7 ; OP11 1 -1 ; OP7 7,-8
5062,OP5 -14 ; OP8 -1 ; OP1 1 ; OP6 -2 -2 4 4 ; OP1 2 ; OP5 15 ; OP1 5 ; OP9 -2 ; OP7 -12,27
5063,OP9 1 ; OP11 1 -8 ; OP12 3 ; OP12 7,2
5064,OP10 0 ; OP9 1 ; OP7 6 ; OP11 10 -4 ; OP6 2 2 -4 -4 ; OP7 -7 ; OP1 2 ; OP5 7 ; OP1 4,7
5065,OP5 -3 ; OP8 -3 ; OP12 20 ; OP10 -4 ; OP12 -4 ; OP6 4 3 2,24
5066,OP5 3 ; OP9 2 ; OP8 -9 ; OP12 18 ; OP9 5 ; OP1 2,99
5067,OP9 -3 ; OP9 1 ; OP6 4 -4 ; OP12 12 ; OP11 9 -1,-9
5068,OP11 4 4 ; OP2 -5 ; OP6 -2 -1 -3 ; OP6 -4 -2 ; OP11 -8 -7 ; OP6 -2 3 -4 0 ; OP3 7 ; OP9 3,0
5069,OP5 -5 ; OP9 -5 ; OP10 3 ; OP1 1 ; OP3 8 ; OP1 1 ; OP7 1 ; OP11 4 -4 ; OP5 -10,-10
5070,OP5 12 ; OP9 2 ; OP9 -4,12
5071,OP5 -19 ; OP6 -2 -1 ; OP1 1,2
5072,OP5 2 ; OP9 2 ; OP4 2 ; OP1 0,1
5073,OP5 -12 ; OP7 5 ; OP7 -17 ; OP8 -8 ; OP11 -3 1 ; OP1 3 ; OP1 1 ; OP6 -1 -4 -4 ; OP11 -3 7 ; OP6 -4 -2,8
5074,OP5 15 ; OP6 0 -2 ; OP5 10,10
5075,OP5 10 ; OP6 -2 3 -4 ; OP4 5 ; OP10 1 ; OP1 1 ; OP2 -4 ; OP11 -5 5 ; OP4 -3 ; OP2 4 ; OP1 2,-13
5076,OP5 8 ; OP12 -13 ; OP1 0 ; OP12 -15 ; OP1 3,-35
5077,OP5 16 ; OP9 1 ; OP6 4 4 -4 -1 ; OP1 0 ; OP1 1 ; OP10 3 ; OP6 -3 -3 ; OP3 8 ; OP6 0 -3 4 0 3,0
5078,OP5 -2 ; OP9 -4 ; OP6 1 3 -1 3 ; OP7 12 ; OP10 5 ; OP6 1 3 3 -4 ; OP5 7 ; OP7 -19 ; OP6 0 -1 -3,0
5079,OP5 -1 ; OP11 -3 4 ; OP6 -1 -2 0 4 ; OP8 -4 ; OP6 2 0 0 -1 -2 ; OP4 -1 ; OP11 8 3 ; OP6 1 -2 ; OP7 12 ; OP5 -20,-20
5080,OP5 15 ; OP2 -2 ; OP12 18 ; OP12 -20 ; OP12 -3 ; OP1 2 ; OP12 -8 ; OP1 2,-16
5081,OP5 6 ; OP5 1 ; OP7 -6 ; OP4 4 ; OP5 7 ; OP7 4 ; OP11 10 10,100
5082,OP5 16 ; OP9 2 ; OP1 0 ; OP5 -5 ; OP6 -2 -3 0 -3 ; OP10 4 ; OP3 7 ; OP1 6,4
5083,OP5 -3 ; OP2 3 ; OP10 4 ; OP11 -10 7 ; OP6 0 -1 0 ; OP6 -1 -3 -3 ; OP12 8 ; OP4 -4 ; OP12 -20,-21
5084,OP5 -9 ; OP9 0 ; OP12 3 ; OP10 -2 ; OP4 4 ; OP9 -1,8
5085,OP5 -17 ; OP9 -1 ; OP8 5,-85
5086,OP5 17 ; OP7 14 ; OP6 -4 -1 2 4,32
5087,OP5 12 ; OP2 3 ; OP3 3 ; OP10 -1 ; OP1 3,12
5088,OP5 14 ; OP12 -6 ; OP5 7,7
5089,OP5 17 ; OP8 2 ; OP8 -1 ; OP1 0 ; OP1 2 ; OP9 -4,34
5090,OP5 -9 ; OP7 -18 ; OP10 0 ; OP10 2 ; OP7 -5 ; OP4 -2 ; OP1 1 ; OP12 -10,-2
5091,OP5 -20 ; OP11 9 -5 ; OP12 19,-26
5092,OP5 -20 ; OP2 2 ; OP12 -10 ; OP1 0,-30
5093,OP5 -3 ; OP11 -4 10 ; OP8 7 ; OP11 -10 3 ; OP4 -2 ; OP1 1 ; OP4 2,-8
5094,OP5 -10 ; OP9 -3 ; OP12 20 ; OP1 0,10
5095,OP5 -14 ; OP9 -4 ; OP2 -3 ; OP10 1 ; OP6 -2 4 ; OP9 5 ; OP6 4 0 0 -4 ; OP7 15 ; OP5 14 ; OP11 -9 -4,36
5096,OP5 11 ; OP9 4 ; OP12 -20 ; OP12 -1 ; OP6 -1 1 3 ; OP6 3 0 -1 -2 -4 ; OP6 -3 -2 -4 -1 ; OP5 -9,-9
5097,OP5 -3 ; OP8 1 ; OP8 -3 ; OP3 5 ; OP2 -5 ; OP4 -3,4
5098,OP5 4 ; OP9 0 ; OP6 -4 0 -4 ; OP4 -5 ; OP7 -5 ; OP12 -17 ; OP6 -4 1 1 -3,12
5099,OP5 -4 ; OP2 -2 ; OP3 3 ; OP6 4 -1 -1 0 -3,0
5100,OP5 14 ; OP9 3 ; OP7 -1 ; OP5 6 ; OP10 1 ; OP5 -2 ; OP12 12 ; OP4 1 ; OP11 -1 -8,8
5101,OP5 5 ; OP5 -13 ; OP1 0,-13
5102,OP5 -15 ; OP9 -5 ; OP7 -17,2
5103,OP5 -12 ; OP12 14 ; OP7 12 ; OP3 8 ; OP8 -8 ; OP5 18 ; OP9 -5 ; OP10 -5 ; OP6 -2 2 3,-12
5104,OP5 16 ; OP9 1 ; OP6 0 0 -3 4,0
5105,OP5 -7 ; OP12 15 ; OP1 1 ; OP1 2 ; OP7 2 ; OP7 -12 ; OP4 -1 ; OP10 -5,-76
5106,OP5 16 ; OP2 -3 ; OP4 2 ; OP1 2 ; OP1 1 ; OP12 0 ; OP1 4,2
5107,OP5 5 ; OP2 3 ; OP12 5 ; OP12 -6 ; OP2 -4 ; OP1 4 ; OP3 8 ; OP3 8 ; OP6 0 -3 2 -2,0
5108,OP5 -5 ; OP12 2 ; OP5 -6 ; OP1 0 ; OP8 8 ; OP1 1,-48
5109,OP5 -18 ; OP10 2 ; OP5 5 ; OP7 18,-13
5110,OP5 19 ; OP9 3 ; OP1 1 ; OP8 -9 ; OP6 -2 -4 1 0 ; OP8 9 ; OP11 -8 0,0
5111,OP5 -6 ; OP7 -3 ; OP1 0,-3
5112,OP5 16 ; OP10 2 ; OP10 -5,-176
5113,OP5 -13 ; OP7 0 ; OP1 0 ; OP1 0 ; OP8 8 ; OP5 3 ; OP11 -2 -4,8
5114,OP5 20 ; OP9 5 ; OP9 -2 ; OP6 4 -2 2 -4 1 ; OP2 -2,64
5115,OP5 7 ; OP12 -5 ; OP4 3 ; OP7 5 ; OP10 -3 ; OP12 -18,-2
5116,OP2 3 ; OP2 4 ; OP12 -10 ; OP4 -1 ; OP7 -5,0
5117,OP5 -17 ; OP5 -10 ; OP1 1 ; OP11 2 4 ; OP12 0,8
5118,OP6 -4 0 ; OP6 2 1 ; OP5 -17 ; OP11 -8 5 ; OP9 -5 ; OP5 12 ; OP11 -4 5 ; OP6 -4 -4,16
5119,OP5 12 ; OP11 6 8 ; OP6 1 0,0
5120,OP5 -6 ; OP6 1 -3 -4 0 0 ; OP1 0 ; OP12 -11 ; OP11 -4 -5,20
5121,OP4 -2 ; OP2 -1 ; OP1 0 ; OP2 -3,0
5122,OP5 -11 ; OP11 7 8 ; OP11 -10 4 ; OP8 -9,360
5123,OP5 7 ; OP8 7 ; OP9 -4 ; OP6 0 -3 -1 ; OP8 3 ; OP7 13 ; OP12 7 ; OP1 1,-6
5124,OP5 8 ; OP2 5 ; OP5 5 ; OP3 4 ; OP5 4 ; OP8 -8,-32
5125,OP5 -1 ; OP2 3 ; OP7 15 ; OP4 -2 ; OP5 20 ; OP1 0 ; OP6 2 -2 -2 -4 ; OP7 9 ; OP6 0 2 -1 1 -4 ; OP1 2,0
5126,OP5 -17 ; OP9 5 ; OP4 -3 ; OP12 5 ; OP1 2 ; OP1 1 ; OP8 4 ; OP10 1 ; OP5 -5 ; OP8 2,-10
5127,OP5 -14 ; OP8 -8 ; OP1 0 ; OP8 -9 ; OP2 3 ; OP2 -4 ; OP11 6 -2 ; OP4 4 ; OP11 -6 -8 ; OP9 0,48
5128,OP5 -9 ; OP9 -1 ; OP6 2 1 ; OP10 -5 ; OP1 3 ; OP10 -1 ; OP3 7 ; OP5 18,18
5129,OP5 -6 ; OP6 4 2 4 3 -2 ; OP7 5 ; OP9 5,-197
5130,OP5 10 ; OP4 -4 ; OP1 1 ; OP1 1 ; OP6 3 3 -1 -4 ; OP12 5 ; OP3 8 ; OP4 3 ; OP4 0 ; OP6 4 -2 -1 -2,-16
5131,OP5 -5 ; OP11 -2 9 ; OP10 5 ; OP4 -1 ; OP3 7 ; OP1 2 ; OP12 15 ; OP11 3 -1 ; OP2 -4,-3
5132,OP5 0 ; OP8 9 ; OP12 4 ; OP10 1 ; OP3 6 ; OP1 4 ; OP6 -3 4 ; OP11 -2 4 ; OP11 -6 4 ; OP5 -4,-4
5133,OP5 12 ; OP8 9 ; OP8 -2 ; OP3 4 ; OP1 2 ; OP6 -2 -1 -1 ; OP11 6 -2 ; OP8 6 ; OP7 4,-76
5134,OP5 14 ; OP10 -2 ; OP3 4 ; OP1 1 ; OP12 15 ; OP8 1 ; OP5 -1 ; OP4 -5 ; OP4 -2 ; OP10 -5,9
5135,OP5 -12 ; OP7 -19 ; OP8 9 ; OP3 6 ; OP6 -2 -2 ; OP9 4 ; OP1 0,4
5136,OP5 -8 ; OP2 -1 ; OP8 3 ; OP1 2 ; OP4 1,-36
5137,OP5 -13 ; OP12 1 ; OP3 8 ; OP8 9 ; OP8 -8 ; OP6 -4 -1 -3 -4 ; OP7 -20 ; OP7 0 ; OP12 -20 ; OP7 -16,-16
5138,OP5 19 ; OP11 5 -8 ; OP7 6 ; OP2 4 ; OP2 0,-46
5139,OP5 -11 ; OP2 2 ; OP12 17 ; OP10 -1 ; OP10 4,-4
5140,OP5 -19 ; OP11 -9 -4 ; OP4 -5 ; OP12 17 ; OP1 2 ; OP5 16 ; OP3 8 ; OP5 6 ; OP4 2 ; OP5 6,6
5141,OP5 -19 ; OP6 -1 0 -4 0 ; OP8 5 ; OP12 16 ; OP11 -1 8 ; OP6 -1 1 1 4 ; OP12 -5,-9
5142,OP5 16 ; OP8 -5 ; OP3 5 ; OP10 -2 ; OP7 7 ; OP1 4 ; OP5 15 ; OP11 -1 8 ; OP5 8 ; OP4 1,4
5143,OP5 20 ; OP9 1 ; OP7 -11 ; OP6 -3 3 ; OP6 0 -1 3 -1 ; OP1 2 ; OP1 1 ; OP1 0,0
5144,OP12 -7 ; OP4 3 ; OP9 2 ; OP10 4 ; OP1 3 ; OP12 -10,-54
5145,OP5 5 ; OP10 -5 ; OP10 -1 ; OP1 0 ; OP1 3 ; OP7 4 ; OP3 8 ; OP8 7 ; OP10 -5,-101
5146,OP5 14 ; OP4 -2 ; OP10 -5,-31
5147,OP5 6 ; OP9 -5 ; OP3 3 ; OP1 1 ; OP1 3 ; OP11 2 -7 ; OP9 -1 ; OP8 4,-56
5148,OP5 9 ; OP6 -2 4 -4 ; OP6 3 1 -3 4 ; OP1 1,-36
5149,OP5 4 ; OP2 -2 ; OP1 1 ; OP7 14 ; OP7 -15,5
5150,OP5 19 ; OP9 3 ; OP4 2 ; OP1 1 ; OP3 9 ; OP1 3 ; OP8 -8 ; OP4 4 ; OP9 -1 ; OP4 1,2
5151,OP6 -4 4 0 2 ; OP2 5 ; OP8 -8 ; OP10 2 ; OP8 1 ; OP5 -6 ; OP4 -2 ; OP7 -10,7
5152,OP5 -3 ; OP2 0 ; OP1 1 ; OP6 -1 1 -3 1 ; OP6 -1 -1 ; OP7 -5,6
5153,OP5 -17 ; OP2 3 ; OP12 -20 ; OP3 7 ; OP1 0 ; OP1 3 ; OP1 5 ; OP7 -17 ; OP3 9 ; OP9 5,-20
5154,OP5 19 ; OP8 -4 ; OP4 2 ; OP12 1 ; OP1 0 ; OP10 -3,115
5155,OP5 -2 ; OP2 5 ; OP3 4 ; OP10 0 ; OP10 1 ; OP5 6 ; OP10 -4 ; OP5 -15 ; OP7 20 ; OP5 -14,-14
5156,OP5 17 ; OP2 -5 ; OP12 -18 ; OP1 0 ; OP2 3,-1
5157,OP5 18 ; OP9 1 ; OP1 0 ; OP1 1 ; OP10 -2,-32
5158,OP5 12 ; OP9 3 ; OP11 2 -7 ; OP8 -4 ; OP1 2 ; OP8 -3,-168
5159,OP5 -12 ; OP2 1 ; OP1 0 ; OP1 2,-12
5160,OP5 -4 ; OP9 -4 ; OP7 0 ; OP11 1 2 ; OP1 2 ; OP11 -7 3 ; OP6 -1 -4 2 ; OP1 5 ; OP8 -3,-24
5161,OP4 -5 ; OP8 -8 ; OP12 -6 ; OP10 5 ; OP6 3 -3 -3 -1 ; OP4 -4 ; OP9 -2 ; OP5 -1 ; OP1 4,-1
5162,OP12 9 ; OP10 -1 ; OP4 1 ; OP11 5 8 ; OP4 -4 ; OP10 2 ; OP4 1 ; OP1 2 ; OP8 -1 ; OP4 2,-11
5163,OP5 -7 ; OP2 5 ; OP10 1 ; OP10 3 ; OP5 0 ; OP9 -1,0
5164,OP5 15 ; OP10 4 ; OP4 -5 ; OP6 3 3 1 -1 4 ; OP10 1 ; OP1 3 ; OP12 13,-19
5165,OP5 -18 ; OP5 -17 ; OP3 3 ; OP7 -8,-9
5166,OP5 7 ; OP6 -4 0 2 2 ; OP1 0 ; OP9 5 ; OP6 4 3 -2 4,-96
5167,OP5 -18 ; OP2 0 ; OP8 1 ; OP4 1 ; OP7 12 ; OP9 3 ; OP6 2 4 ; OP1 6,8
5168,OP5 6 ; OP6 3 -3 4 -3 ; OP3 4 ; OP3 8 ; OP11 2 -3 ; OP1 1 ; OP3 8 ; OP1 0 ; OP2 -5 ; OP11 0 4,0
5169,OP5 -18 ; OP2 3 ; OP5 19,19
5170,OP4 1 ; OP2 -4 ; OP5 -14,-14
5171,OP5 -10 ; OP2 4 ; OP8 -5 ; OP7 -9 ; OP4 3,29
5172,OP5 -4 ; OP9 -3 ; OP2 -2,-4
5173,OP5 -3 ; OP2 -2 ; OP5 15 ; OP12 8 ; OP4 -1 ; OP6 -2 -2 -1 ; OP12 13 ; OP5 8 ; OP6 0 -3,0
5174,OP5 -20 ; OP7 -17 ; OP12 -19 ; OP1 1 ; OP1 2 ; OP12 -6 ; OP1 0 ; OP6 3 1 0 -1 ; OP1 2 ; OP2 5,0
5175,OP5 -14 ; OP2 -3 ; OP12 -20 ; OP1 2 ; OP3 5 ; OP9 -3,-54
5176,OP5 4 ; OP10 -4 ; OP12 -5 ; OP7 13 ; OP12 12 ; OP1 1 ; OP11 -3 2 ; OP1 6 ; OP10 -3 ; OP1 3,22
5177,OP5 -2 ; OP10 -3 ; OP4 4 ; OP2 2,5
5178,OP5 -3 ; OP6 -3 1 1 ; OP7 -16 ; OP10 -1 ; OP11 5 -2 ; OP11 -6 -3 ; OP5 -18 ; OP6 1 0 -1 ; OP12 -3,-3
5179,OP5 1 ; OP4 -5 ; OP6 4 3 1 -1 -4 ; OP5 2,2
5180,OP5 -6 ; OP5 0 ; OP8 6 ; OP11 1 10 ; OP1 0 ; OP7 -17 ; OP3 7 ; OP10 5 ; OP11 4 -2,-8
5181,OP5 -15 ; OP9 -4 ; OP8 -4 ; OP10 1 ; OP10 5,324
5182,OP5 -5 ; OP12 0 ; OP9 -4 ; OP1 2 ; OP4 -5 ; OP11 -7 3,-21
5183,OP5 -17 ; OP2 -3 ; OP7 -12 ; OP3 5 ; OP7 -4 ; OP5 0,0
5184,OP7 -1 ; OP6 3 2 -1 ; OP1 0,-6
5185,OP5 4 ; OP2 -2 ; OP4 1 ; OP7 12 ; OP4 3 ; OP1 4 ; OP2 -3 ; OP7 -3 ; OP12 -17 ; OP2 0,-17
5186,OP5 -14 ; OP11 10 2 ; OP8 -9,-180
5187,OP5 -2 ; OP9 -5 ; OP12 4 ; OP8 -3 ; OP11 -3 -2 ; OP4 3 ; OP1 2,3
5188,OP5 7 ; OP9 0 ; OP8 7 ; OP1 1,343
5189,OP5 15 ; OP11 -1 -3 ; OP4 -2 ; OP4 5 ; OP7 11 ; OP6 -2 -2 3 2 -1 ; OP1 0 ; OP5 2 ; OP8 5 ; OP6 -3 -2 -2 2,-24
5190,OP5 -1 ; OP8 1 ; OP10 3 ; OP10 0 ; OP7 2 ; OP1 2 ; OP6 -2 -4,8
5191,OP5 12 ; OP9 0 ; OP1 0,12
5192,OP5 20 ; OP12 -1 ; OP2 0 ; OP7 8 ; OP11 -8 -3 ; OP9 -1 ; OP11 2 -6 ; OP1 2 ; OP10 2,-20
5193,OP5 15 ; OP12 -5 ; OP1 1 ; OP3 4 ; OP5 -4,-4
5194,OP5 15 ; OP10 4 ; OP4 -2 ; OP9 -1,32
5195,OP5 19 ; OP6 0 -2 ; OP4 -5 ; OP3 7 ; OP3 9 ; OP7 -14 ; OP8 6 ; OP4 -5 ; OP1 0 ; OP2 2,0
5196,OP5 -15 ; OP2 5 ; OP1 0 ; OP12 -19 ; OP10 3 ; OP4 -4,-49
5197,OP5 -2 ; OP9 -5 ; OP7 1,-3
5198,OP5 20 ; OP5 1 ; OP6 0 4 ; OP3 5 ; OP7 16 ; OP1 3,-16
5199,OP5 7 ; OP11 -7 -8 ; OP1 1,56
5200,OP5 0 ; OP5 -2 ; OP1 0 ; OP10 1 ; OP11 7 3,21
5201,OP5 -14 ; OP6 4 3 -4 3 ; OP3 7 ; OP5 1 ; OP9 -4 ; OP11 -8 8 ; OP1 5 ; OP2 -3 ; OP4 -3,-72
5202,OP5 -18 ; OP4 2 ; OP1 0 ; OP1 2 ; OP7 0 ; OP5 -1,-1
5203,OP5 -3 ; OP7 8 ; OP3 3 ; OP4 0 ; OP4 3 ; OP1 2 ; OP2 4,-1
5204,OP5 1 ; OP4 5 ; OP6 3 4 -2 ; OP6 1 -1 1 ; OP1 2,-1
5205,OP5 3 ; OP12 13 ; OP5 16 ; OP1 0 ; OP1 3 ; OP11 7 7 ; OP3 7 ; OP2 -4 ; OP12 -18 ; OP8 -1,-31
5206,OP5 -6 ; OP10 -2 ; OP12 -18 ; OP1 1 ; OP8 -9,90
5207,OP5 17 ; OP5 -19 ; OP6 1 -1 ; OP1 0 ; OP3 5 ; OP9 -3,-1
5208,OP5 -19 ; OP12 12 ; OP12 -11,-18
5209,OP5 14 ; OP6 3 -3 0 1 ; OP1 1 ; OP4 0 ; OP11 0 -6 ; OP1 0,0
5210,OP6 -4 -4 ; OP2 4 ; OP5 15 ; OP5 -1 ; OP12 -5 ; OP5 3 ; OP10 -2 ; OP9 5,-2
5211,OP5 8 ; OP7 14 ; OP10 1,-2
5212,OP5 -14 ; OP8 2 ; OP12 -9 ; OP5 16,16
5213,OP5 -4 ; OP9 4 ; OP3 5 ; OP4 -3 ; OP6 4 -1 -1 -1 ; OP5 20,20
5214,OP5 -19 ; OP11 -9 -1 ; OP6 -4 4 2 1 -3 ; OP12 9 ; OP2 2 ; OP7 -13,118
5215,OP5 -7 ; OP8 9 ; OP11 7 -8 ; OP1 2 ; OP10 -1 ; OP9 5,60
5216,OP5 -20 ; OP11 9 8 ; OP7 8 ; OP3 4 ; OP3 6 ; OP2 3 ; OP6 3 0 -4 4 ; OP11 -8 -1,8
5217,OP5 -10 ; OP10 -5 ; OP1 0 ; OP9 0 ; OP1 0 ; OP7 -18 ; OP8 -3 ; OP11 5 -5 ; OP11 3 -3,-9
5218,OP5 9 ; OP10 2 ; OP10 1 ; OP1 1 ; OP1 0 ; OP1 3 ; OP10 -4 ; OP7 -12 ; OP1 2 ; OP11 0 0,0
5219,OP5 4 ; OP7 4 ; OP1 0 ; OP1 1 ; OP5 16 ; OP1 1 ; OP1 5 ; OP6 -3 0 4 1,0
